rid	qln	items
A2SQFY4X9I4U9X	22	['B0099XQNRI']
A2SQFY4X9I4U9X	6	['B001AVXON8']
A2SQKE26V1EBBS	1	['B00D3XCLDU']
A2SR00PRDY3WSB	1	['B005ZG080Q']
A2SR4B6X3H18C4	1	['B0095PCLRG']
A2SR4B6X3H18C4	10	['B00AWN86II', 'B005UIMPQO']
A2SR7S6ZJJDGNB	155	['B002ZCW91Y']
A2SR7S6ZJJDGNB	17	['8288862993']
A2SRKQRFPT3986	1	['B004M17D62']
A2SRKQRFPT3986	27	['B009GCTBMG']
A2SRLEEY3FA1ND	1	['B005VNK7T0', 'B005EGD2AU']
A2SRU740HE08XA	1	['B00F8P9UFS', 'B00FIL3FRQ', 'B00F3KP156']
A2SRW6GWJ8YAYV	12	['B00BT7RAPG', 'B006EC5X6O']
A2SRW6GWJ8YAYV	14	['B00BT7RAPG']
A2SS1WA45MQZRR	1	['B004Z9WC1C', 'B006LFYRGG', 'B005G22I9S']
A2SS1WA45MQZRR	12	['B003TM5AJM']
A2SS5FQJQXWX0A	1	['B0088JRD1E']
A2SS5FQJQXWX0A	6	['B001UCELX4', 'B0030C4K8I']
A2SS67VVWQHVV8	1	['B004Z9WC1C']
A2SSXUVPT9PIOQ	1	['B00AQB3BJ0']
A2SSYUMJKX9KPY	1	['B005PVXKC4']
A2SSYUMJKX9KPY	12	['B006EC5X6O', 'B00DHOLQE0']
A2ST0LCR4KSXSV	1	['B00CXS7HN0']
A2ST0LCR4KSXSV	10	['B005GGBYJ4']
A2ST0LCR4KSXSV	13	['B005B3RFTU']
A2ST0LCR4KSXSV	3	['B005Z2Y39C']
A2ST52HWDOSHZ3	1	['B00805SEKK']
A2ST6L3TOFEIOK	1	['B00AHSWET0']
A2ST6L3TOFEIOK	11	['B00AHSWCVU', 'B00AHSWET0']
A2ST7RTUZRKPCN	1	['B009C2EWXI', 'B006LFYRGG']
A2STJTL37XOMF9	1	['B0098TKCNY', 'B00ELMXX20']
A2STJTL37XOMF9	122	['B00ITILPZ4']
A2STJTL37XOMF9	123	['B00ITILPZ4']
A2STJTL37XOMF9	124	['B00ITILPZ4']
A2STJTL37XOMF9	15	['B00ITILPZ4']
A2STJTL37XOMF9	5	['B00ITILPZ4']
A2STMGYB96PVWZ	1	['B00CI8PTNA']
A2STMGYB96PVWZ	10	['B006D9Q3GC']
A2STMGYB96PVWZ	27	['B0011YO8S4']
A2STOCO6SDPCE6	1	['B008HU23PA', 'B00993E7PI', 'B00DSI6IZW', 'B008LFTCAK']
A2STOCO6SDPCE6	12	['B008LFTCAK']
A2STY3J62W0VHW	1	['B007D6J64K', 'B005VNK7T0']
A2SU3YH0H2SHRR	0	['B008WFKT7E']
A2SU3YH0H2SHRR	1	['B008WFKT7E', 'B00DF93YN8']
A2SU79J0E61TDE	1	['B006WC0U4G']
A2SU9VI3J1EGCB	1	['B006AOWQ3O', 'B007403VGO']
A2SV858H3Z525L	1	['B0043RTJF8', 'B0099YAWWO']
A2SV858H3Z525L	6	['B0009B0IX4']
A2SVCTI5P39NS5	1	['B004Q6WE3K']
A2SVCTI5P39NS5	10	['B00DZJSAVY']
A2SVCTI5P39NS5	27	['B00EA3PCFQ']
A2SVDZNKFRUDW3	1	['B004WXC4P0', 'B007F8XNCM']
A2SVDZNKFRUDW3	27	['B006X1YTDO']
A2SVDZNKFRUDW3	3	['B005HBGXR6']
A2SW3Q7PHHR9X4	1	['B00B9ZMCQU']
A2SWAUKBEKNCI1	1	['B00CBJZY0Y']
A2SWBDSALQTPYE	1	['B006WC0U4G', 'B008VU7YA0', 'B006YVNZF6', 'B004Z274UI']
A2SWJ7XWPIE2BR	1	['B009IFU5P8', 'B005EEPB9M']
A2SWJ7XWPIE2BR	25	['B0047EM82I']
A2SWMFX1RV8CVF	1	['B005UC13P4', 'B006JW3A8W']
A2SWMFX1RV8CVF	50	['B003SSGO8I']
A2SWQ0G4HSG0KL	6	['B0076YVKJS']
A2SWSYFZUMX8I9	15	['B00HI3HQWM']
A2SWSYFZUMX8I9	17	['B00JP0RTB4', 'B00JP0W4OG']
A2SWT5FDUOJUK3	10	['B0065GKZEY']
A2SWT5FDUOJUK3	13	['B00BCJZYE0', 'B00CXZHXTG']
A2SWVT14OOZ4SP	1	['B004QFZJQA']
A2SWVT14OOZ4SP	12	['B00914WGPI']
A2SWVT14OOZ4SP	13	['B0027BEW04']
A2SWY3G60M5SMK	17	['B00BUUBCCE']
A2SWYF66OPZ4K5	1	['B009OUG27M', 'B006HDABKI']
A2SWYF66OPZ4K5	19	['B00DJRA89O']
A2SX28W6GMQYRN	1	['B005JHIYLG']
A2SX28W6GMQYRN	10	['B005FUNYSA']
A2SXERP34FUK42	1	['B004HZBJRM', 'B006HDD56U']
A2SXERP34FUK42	132	['B004HZBJRM']
A2SXERP34FUK42	5	['B006YJBITS']
A2SXHZT52Y6LJ5	27	['B00CB6X6Y8']
A2SXHZT52Y6LJ5	6	['B004CU1VW0']
A2SXM36ZNO1V5X	1	['B002NGEFSC', 'B00E486Q9I']
A2SXMER38SJTQ5	1	['B004J1SVXE', 'B0093IHYRC']
A2SXMER38SJTQ5	11	['B0093IHYRC']
A2SXMER38SJTQ5	12	['B004IN00A0']
A2SXMER38SJTQ5	23	['B0093IHYRC']
A2SXN1BL26SHLO	1	['B0069QMXK4']
A2SXQ9DJO9IDSL	1	['B006SVFAYQ', 'B004IAJIHE']
A2SXQ9DJO9IDSL	13	['B007BYDA1O']
A2SXUJ3HZXPGK4	17	['B005LFXBLE']
A2SY9WJ6AY7RBB	1	['B006MK0ZD4']
A2SY9WJ6AY7RBB	12	['B00IKRHCCY']
A2SY9WJ6AY7RBB	17	['B00COVM2UO']
A2SY9WJ6AY7RBB	31	['B00COVM2UO']
A2SYASRE2DC4GD	10	['B005YWIRBS']
A2SYEN9MPXK9O2	1	['B004OORO9I']
A2SYEN9MPXK9O2	17	['B004IUKY54']
A2SYI7MFZ8Q1CR	1	['B008DM10WE']
A2SYI7MFZ8Q1CR	6	['B003G7NHNG']
A2SYYTSCQW7BOQ	1	['B00993E7PI']
A2SYYTSCQW7BOQ	12	['B0085BD0Z8']
A2SZ0HQHKTTZ5D	1	['B0093IHYRC', 'B0090YGJ4I', 'B0054EGQDM']
A2SZ0HQHKTTZ5D	11	['B0093IHYRC']
A2SZ0HQHKTTZ5D	23	['B0093IHYRC']
A2SZ1UAOI1Z98G	1	['B009B3TVX4', 'B00993E7PI', 'B0093VGQY6']
A2SZ1UAOI1Z98G	16	['B006FMDVDK']
A2SZAATAEKM736	1	['B005SUHRVC', 'B0051U1Y4A', 'B005EMMQ9M']
A2SZAATAEKM736	22	['B0051U1Y4A']
A2SZAATAEKM736	32	['B0051U1Y4A']
A2SZLNSI5KOQJT	14	['B00COYOAYW']
A2SZLNSI5KOQJT	16	['B00607JBNO']
A2SZLNSI5KOQJT	2	['B0014KOB6Y']
A2SZLNSI5KOQJT	23	['B00COYOAYW', 'B007AQF0WK']
A2SZLNSI5KOQJT	28	['B00COYOAYW', 'B0057JAQXU']
A2SZLNSI5KOQJT	38	['B0057JAQXU']
A2SZLNSI5KOQJT	5	['B00E2TT8W6']
A2SZP9HCY4MA3C	1	['B00EOIL72E', 'B00EOLJRFK', 'B005SUHPO6']
A2T058EQVC16Z7	1	['B00FJJ38HY']
A2T0XKPYJF3JN2	1	['B00CXS7HN0']
A2T0XKPYJF3JN2	16	['B00607JBNO']
A2T0XKPYJF3JN2	31	['B00BHOR4FW']
A2T19SXR9AYW9A	30	['B00C6OMGBE']
A2T1BB7S1F9YYU	1	['B0054T2BBI', 'B006GF5U8A']
A2T1BB7S1F9YYU	23	['B004A9FI2M']
A2T1FJ6PBKX1A3	1	['B005Y5VX7U', 'B00GT0MO5Y']
A2T1INPZ5891J1	1	['B006OR6RFU']
A2T1INPZ5891J1	13	['B00A8CTSOO']
A2T1LFUBIRNC23	13	['B008PAX7C0']
A2T1MQ99ZT33L4	1	['B005GBX4L0', 'B0044TM0OC', 'B00A6X3ZVC']
A2T1MQ99ZT33L4	13	['B005GBX4L0']
A2T1MQ99ZT33L4	20	['B009QTVG4K']
A2T1MQ99ZT33L4	34	['B0044TM0OC']
A2T1OLYFY6XTE1	17	['B00FME4NAW']
A2T1OLYFY6XTE1	5	['B00GH0JXAK']
A2T1S6MU2H0FKK	13	['B00CXZHXTG']
A2T20M3CY2YXGM	1	['B00FJJ38HY', 'B009N5OX2E']
A2T20M3CY2YXGM	15	['B00GN1YKBU']
A2T20M3CY2YXGM	17	['B00F5XPCSC']
A2T20M3CY2YXGM	21	['B00BGSPIP2']
A2T29HJGQWPGCU	1	['B008S16BU6']
A2T29HJGQWPGCU	5	['B00GH056V0']
A2T2F9KAWK9EVP	1	['B00EV8Y50S', 'B009VUGH34']
A2T2F9KAWK9EVP	5	['B00FW0YEXW']
A2T2F9KAWK9EVP	8	['B000Q6R4MK']
A2T2L8M1NHV9N0	1	['B00C2HQWYC']
A2T2L8M1NHV9N0	16	['B00D62JK0A']
A2T2L8M1NHV9N0	27	['B006QRHZJK']
A2T3BM1B04QO3J	1	['B009KCXEMK']
A2T3BM1B04QO3J	13	['B005SVXCNI']
A2T3QLD4DCTZSF	1	['B00CU7FO5C']
A2T3QLD4DCTZSF	13	['B00CNU3H28']
A2T3QLD4DCTZSF	31	['B00BCC2B1Q']
A2T3UVDYFMGKMO	1	['B0092F8FWO', 'B0055S1J48', 'B00B1P5L34']
A2T3UVDYFMGKMO	12	['B00AAOWYHI']
A2T4DF37DGNCK8	1	['B00AHSWANA', 'B0096LXTG6']
A2T4DF37DGNCK8	11	['B00AHSWANA']
A2T4DF37DGNCK8	12	['B008CMCIF8']
A2T4I6GTJGDUDS	9	['B005VNKB7S']
A2T4QKXJ4HOHK6	1	['B00G1GIG12']
A2T4WLYW95XFI2	1	['B001DNSLKE', 'B00846V35I']
A2T4WLYW95XFI2	32	['B00846V35I']
A2T4WLYW95XFI2	5	['B002D4IHYM', 'B007IMPTNQ']
A2T4XPDLZBP7XN	10	['B001OC1ASY']
A2T4XPDLZBP7XN	12	['B00EL94X72']
A2T4XPDLZBP7XN	14	['B00EL94X72']
A2T5321VP8F439	1	['B00A6WWPAK', 'B005SUHPO6']
A2T5321VP8F439	19	['B00A6WWPAK']
A2T5321VP8F439	23	['B00A6WWPAK']
A2T5N7ZC8Y5NSR	13	['B00CXZHXTG']
A2T5QGJJYP62PI	1	['B005DOTWSY']
A2T5QGJJYP62PI	12	['B003RZTCWC']
A2T5UP69QFSU6N	1	['B005XGXFQ2', 'B005VNJNA4', 'B006F88Y6S']
A2T64QB1GUMT66	1	['B00CIO230G']
A2T65VR2ILICYA	1	['B0052WLVIQ', 'B004W3PPEW']
A2T6BS013FDBSP	1	['B004BW9SA6', 'B0083XTSAO']
A2T6BS013FDBSP	12	['B0085BD0Z8']
A2T6BS013FDBSP	26	['B0083XTSAO']
A2T6BSYG4QUA0W	6	['B0093TSSGW']
A2T6BYIAQL9K3A	1	['B00A9Q4JKM', 'B006NMV59E']
A2T6BYIAQL9K3A	13	['B008V4AV88']
A2T6DBR5V88UP	108	['B00DPMNNUO']
A2T6DBR5V88UP	27	['B00DPMNNUO']
A2T6HNQ6AYJLJ5	12	['B00BT7RAPG']
A2T6HNQ6AYJLJ5	14	['B00BT7RAPG']
A2T6HNQ6AYJLJ5	3	['B007PYW7AU']
A2T6M32JOO82CC	1	['B0087GAOE6', 'B003Z6YO9Y']
A2T6OI6XF5W9PQ	0	['B0048IZL5E']
A2T6OI6XF5W9PQ	1	['B0048IZL5E']
A2T6OI6XF5W9PQ	15	['B003UC93WQ']
A2T776YAECXDN9	1	['B00C77GN00', 'B005JHLIBE']
A2T776YAECXDN9	11	['B00C77GN00']
A2T7B68E2259QR	1	['B00ANALDWQ']
A2T7GZ74MZI0MN	0	['B009M27MBC']
A2T7GZ74MZI0MN	1	['B002VPE1NY', 'B00ANALDWQ']
A2T7GZ74MZI0MN	22	['B002VPE1NY']
A2T7GZ74MZI0MN	6	['B005PUZO92']
A2T7HX60WDRGIF	12	['B003ZA86CQ']
A2T7JBRHNKYOGD	28	['B009LRNLW2']
A2T7LNN1O0LOTT	1	['B004IADQN6', 'B00IJ1911G', 'B0058PHSHA']
A2T7LNN1O0LOTT	15	['B00HEARSQ8', 'B001RMJPG0']
A2T7LNN1O0LOTT	34	['B00J7KM2M8']
A2T7LNN1O0LOTT	6	['B000SZ9I0K']
A2T7VEDFWXGYVA	1	['B0054HA45A', 'B00521CW4E', 'B005A2UR4W']
A2T7VEDFWXGYVA	12	['B004ZGR6UM']
A2T7VEDFWXGYVA	31	['B005F9W6DU']
A2T7W6GZPKBZYH	27	['B00846Z2MS']
A2T7W6GZPKBZYH	6	['B0092KJ9BU']
A2T848P8LWI8HA	16	['B004USPRM4', 'B005ZEF01A']
A2T848P8LWI8HA	18	['B004XZHY34']
A2T848P8LWI8HA	47	['B004XZHY34']
A2T848P8LWI8HA	51	['B004XZHY34']
A2T848P8LWI8HA	64	['B004XZHY34']
A2T848P8LWI8HA	7	['B004XZHY34']
A2T848P8LWI8HA	89	['B004XZHY34']
A2T86M4LPHHU2J	1	['B008HU23PA']
A2T917QT80525Q	1	['B00A6WWPAK']
A2T917QT80525Q	19	['B00A6WWPAK']
A2T917QT80525Q	23	['B00A6WWPAK']
A2T93BCZC93SN8	1	['B00CA2YFFC']
A2T93BCZC93SN8	6	['B001LXR0BW']
A2T93RFH7M81OE	0	['B008WFKT7E']
A2T93RFH7M81OE	1	['B008WFKT7E']
A2T93RFH7M81OE	10	['B004L4Q9FQ']
A2T93RFH7M81OE	13	['B004L4Q9FQ']
A2T93RFH7M81OE	27	['B005R4HSRW']
A2T96G1WFBHQUE	1	['B00AA81MHC']
A2T96G1WFBHQUE	13	['B005X1QGHC']
A2T96G1WFBHQUE	20	['B009GB6DBO']
A2T96G1WFBHQUE	3	['B007PZMD7G']
A2T9EHCUD7CNEB	0	['B009M27MBC']
A2T9EHCUD7CNEB	1	['B00ESJGILE', 'B00ANALDWQ']
A2T9MXX6DNMLC9	1	['B00AOCSFYC']
A2T9MXX6DNMLC9	17	['B004GIRN16']
A2T9MXX6DNMLC9	31	['B0076Z3FUY']
A2T9OH7QUYPMXS	13	['B008QBFD2K']
A2T9OH7QUYPMXS	47	['B0055VT43I']
A2T9S6SN1OUJJC	1	['B00713EB22', 'B007D6J64K', 'B0075YBOCW']
A2T9UGB2YHTFMA	1	['B005SUHRVC']
A2TA40MV2H4O6F	1	['B0093IHX7I']
A2TA40MV2H4O6F	12	['B00B7D7OIK']
A2TA40MV2H4O6F	15	['B00GN6SC7I']
A2TA40MV2H4O6F	17	['B00E2YI052']
A2TA40MV2H4O6F	4	['B00979M0LW']
A2TA67DR07GAM2	1	['B007K3TIBW', 'B006T8K2S2', 'B007XP9BLY', 'B008ZUQWOK']
A2TA67DR07GAM2	10	['B004T0GHOU']
A2TA67DR07GAM2	12	['B003RDV0VU']
A2TA67DR07GAM2	13	['B008CNZ8KY']
A2TAOWM85IZJUF	1	['B005SUHPO6', 'B004I53BOA']
A2TAZLEM60G52Q	1	['B005YI02ME']
A2TAZLEM60G52Q	10	['B001XXUOQI']
A2TAZLEM60G52Q	30	['B008HTJMY6']
A2TAZLEM60G52Q	31	['B005Y3QSPY']
A2TB3Y5P00XPXZ	12	['B004FSKVIE']
A2TB3Y5P00XPXZ	4	['B006KGNGQ8']
A2TB4W7WE0MN65	12	['B0085GI1S4']
A2TB60IRTAZJPY	13	['B005B3RFTU']
A2TBAUW2W7J538	1	['B0093IHVJI', 'B00ANALDWQ']
A2TBAUW2W7J538	12	['B009A51Y1U', 'B009A51Y10']
A2TBAUW2W7J538	35	['B00APEG8NE']
A2TBFFGXCSL4BU	10	['B001XXUOQI']
A2TBFFGXCSL4BU	25	['B004PYEEZO']
A2TBZAC0XYHLIB	1	['B00ESJGILE']
A2TBZAC0XYHLIB	5	['B00FH669I4']
A2TC5Z9P8Y5O8W	12	['B00BT7RAPG']
A2TC5Z9P8Y5O8W	14	['B00BT7RAPG']
A2TC5Z9P8Y5O8W	27	['B00BJF1DLU']
A2TC74TB1B07HH	12	['B00BT7RAPG']
A2TC74TB1B07HH	14	['B00BT7RAPG']
A2TC9ZPQXQ6K80	1	['B0094CX0PW']
A2TCHP0BF9OLVL	1	['B00BV96VDY', 'B00B46XS8U']
A2TCHP0BF9OLVL	13	['B00BSG8KKC']
A2TCNHWJ1LFRV1	1	['B00A9LVA0Y']
A2TCNHWJ1LFRV1	5	['B009TCUPIC']
A2TCW020SUCZR7	1	['B00GOGSPOW']
A2TCW020SUCZR7	19	['B00GOGSPOW']
A2TCW020SUCZR7	20	['B004I58ZVY']
A2TD1PXAT7CJSG	1	['B008E05EX6']
A2TD8LBGIWBM42	1	['B00AEWBBNE']
A2TD8LBGIWBM42	10	['B00FRAJS4W']
A2TD8LBGIWBM42	12	['B00DHOLQE0']
A2TD8LBGIWBM42	27	['B00EYNRJOE']
A2TD8LBGIWBM42	32	['B00AEWBBNE']
A2TDBVWK95AA3L	3	['B005NC86BU']
A2TDJ0AWUXR16Q	1	['B009AN3D2U', 'B009CNP236', 'B00ACE4IRA']
A2TDJ0AWUXR16Q	11	['B009AN3D2U']
A2TDOTN61EBZF1	12	['B00BI3NL0E']
A2TDOTN61EBZF1	23	['B002ZF13KY']
A2TDOTN61EBZF1	30	['B00C5SJEXO']
A2TDWDE3ZSSCA1	1	['B00FK0ECYA']
A2TDWDE3ZSSCA1	11	['B00FK0ECYA']
A2TDXCZL8VMX9F	1	['B00ENOBLGQ', 'B00993E7PI', 'B00BO36AHY']
A2TDXCZL8VMX9F	27	['B002YESWOQ']
A2TE0A83OLR494	1	['B004EKJTKE', 'B006AOWQ3O', 'B0061TV7MY']
A2TE0A83OLR494	12	['B00444VM2S']
A2TE9GTX6DFM9N	12	['B00BL5FBFW']
A2TE9GTX6DFM9N	13	['B00DRJTY44']
A2TE9GTX6DFM9N	15	['B00AANMVNQ']
A2TE9GTX6DFM9N	37	['B00AANMVNQ']
A2TE9GTX6DFM9N	39	['B00B11AVCY']
A2TE9GTX6DFM9N	5	['B00AANMVNQ']
A2TECMG53696UJ	1	['B0087GAOE6']
A2TECMG53696UJ	12	['B00AGABISW']
A2TEJMBABE42EB	1	['B0085JRQIM', 'B008LFTCAK']
A2TEJMBABE42EB	12	['B008LFTCAK']
A2TEJMBABE42EB	23	['B0085JRQIM']
A2TEOQBEU1ST3C	1	['B00993E7PI']
A2TEOQBEU1ST3C	10	['B00DP0PW78']
A2TEOQBEU1ST3C	12	['B00AGABISW', 'B009CE526W']
A2TEQLG787AKRN	1	['B009IFU5P8']
A2TEQLG787AKRN	12	['B00EOY1E4E', 'B007FIJ5WO']
A2TEQRUM6II840	1	['B00EHAD394']
A2TEWJCZ2656JD	12	['B00BMIG4CC']
A2TEWJCZ2656JD	23	['B00CSJ50HY']
A2TEXWV00GIX3X	16	['B0097CZJEO']
A2TEXWV00GIX3X	2	['B003RRYAM2']
A2TEXWV00GIX3X	30	['B009Z1MNF0']
A2TF4GI754AFU7	1	['B00636MB9S', 'B006GF62A0', 'B00918IJ2S']
A2TF4GI754AFU7	12	['B00B4J97LY']
A2TF4GI754AFU7	22	['B00636MB9S']
A2TFBF9OA0XVFW	1	['B0090ZRRUW']
A2TFBF9OA0XVFW	12	['B008CMCIF8']
A2TFRNUZOE5OLQ	1	['B005SUHRVC', 'B00974L0EA']
A2TFRNUZOE5OLQ	12	['B005R5S14U']
A2TFRNUZOE5OLQ	23	['B00974L0EA']
A2TG2I8NCYVOFK	50	['B0099ENZSM']
A2TG3B0JAETACH	1	['B008L73Y3Y']
A2TG3B0JAETACH	13	['B008QBFD2K']
A2TG72RUXYF0G9	1	['B004M5KV3A']
A2TG72RUXYF0G9	22	['B007AK1WDM']
A2TGFXEPTH9GSL	1	['B00EXWJ02U']
A2TGPT62Z94RY9	1	['B004XXMJV8', 'B006OK0HJY', 'B006WU4CQK']
A2TGPT62Z94RY9	12	['B003TM5AJM']
A2TGPT62Z94RY9	9	['B005VNKB7S']
A2TGUWUFVWHD5W	15	['B00CEZJT2E']
A2TGUWUFVWHD5W	22	['B00CBSZ4FA']
A2TGUWUFVWHD5W	37	['B00CEZJT2E']
A2TGUWUFVWHD5W	5	['B00CEZJT2E']
A2TH2K0B4A90UZ	1	['B0059DLLJC', 'B004L3QQDC', 'B00AWNTX8U']
A2TH2K0B4A90UZ	11	['B00AWNTX8U']
A2THGOUW8E2Y3Z	10	['B009LAZG2M']
A2THGOUW8E2Y3Z	5	['B009TCUPIC']
A2THK4LTZ1EMCJ	0	['B00AD5KDQ8']
A2THK4LTZ1EMCJ	14	['B00AD5KDQ8']
A2THK4LTZ1EMCJ	15	['B003UC93WQ']
A2THWT0MVX5LZR	1	['B00507HY70']
A2TI26PJLFK2WO	1	['B00IMBU8C4']
A2TI26PJLFK2WO	15	['B00508I446', 'B005LFXBJG']
A2TI5R93FF69UN	0	['B00GSG76IY']
A2TI5R93FF69UN	1	['B00HDF6CUW', 'B00GVQZ9VM']
A2TI5R93FF69UN	15	['B00GCMQEYQ']
A2TI945ZY9STGV	1	['B007X92JWS', 'B006WVZT3O', 'B005SUHPO6', 'B005DOTWSY', 'B008EU7HRM']
A2TJEZCL7BH9SD	1	['B001CEK1AM', 'B0093IHYRC']
A2TJEZCL7BH9SD	11	['B0093IHYRC']
A2TJEZCL7BH9SD	23	['B0093IHYRC']
A2TJEZCL7BH9SD	26	['B00APLXD62']
A2TJLC185JVI2G	1	['B00BUBE3N8', 'B00CDYJ6FQ']
A2TJLC185JVI2G	13	['B005XBC7SY']
A2TJOW0UEMNS1K	10	['B00C762L6G', 'B005FUNYSA']
A2TJPK7UPY9OEJ	1	['B008I7C8UM', 'B008DM10WE']
A2TK6HRLEVCXMW	1	['B00993E7PI', 'B005P0YJBG']
A2TK6HRLEVCXMW	6	['B000SZ9I0K']
A2TK8H917FPXGS	1	['B009W2M3SO', 'B006L6PPXE']
A2TKBUTQ14QYR9	1	['B006ECAMY2']
A2TKBUTQ14QYR9	12	['B00ESOMYXU']
A2TKLV48TVPL4A	1	['B0098FKHBU', 'B0059DLLJC', 'B007406HOC']
A2TKPYUXYXT5PN	1	['B003T1VHOU', 'B009E87SD6']
A2TKPYUXYXT5PN	15	['B0013G8PTS']
A2TKPYUXYXT5PN	34	['B0013G8PTS']
A2TKPYUXYXT5PN	6	['B0092KJ9BU']
A2TKWMX4563NR6	10	['B001B42ZNO']
A2TKWMX4563NR6	12	['B001EJOHZU']
A2TL80EQ00GQHJ	1	['B0057KNQQI', 'B005XGXFQ2']
A2TL80EQ00GQHJ	13	['B007BYDA1O']
A2TL816C7XJPGX	17	['B00BUUBCCE']
A2TL816C7XJPGX	5	['B007IMPTNQ']
A2TLT2QGCUH2J5	1	['B00BUUIOS4', 'B005P0YJBG']
A2TLZKWJHVM57B	47	['B000HD79J0']
A2TLZKWJHVM57B	6	['B002715FCI', 'B000VE585C']
A2TM6DML0OJW9Z	1	['B00698LYQG']
A2TM8UMWCOFQQ	1	['B00EEB5NWG']
A2TM8UMWCOFQQ	19	['B00EEB5NWG']
A2TM8UMWCOFQQ	6	['B0092KJ9BU']
A2TM97N0X3DM7D	10	['B005167KVA']
A2TMFC9O3ZCNKE	15	['B00H5I8MNM']
A2TMFC9O3ZCNKE	31	['B006GBU0SO']
A2TMTZDJYNFRQK	1	['B00BV96VDY']
A2TMTZDJYNFRQK	15	['B00E9MUNSO']
A2TMXE2AFO7ONB	1	['B009QGD1J6', 'B006LFXEP6', 'B0059Z1W44', 'B00DZEWVAA']
A2TN29L9R3NB3L	1	['B00A1YXIUE']
A2TN35R6SR2WH0	1	['B00BYJXGP2', 'B00I3UWD40', 'B00DCIZJ5S']
A2TN35R6SR2WH0	12	['B00I3ULLJS']
A2TN5JUPP8PF8S	12	['B00BT7RAPG']
A2TN5JUPP8PF8S	14	['B00BT7RAPG']
A2TN5JUPP8PF8S	35	['B00B11AWUU']
A2TN5JUPP8PF8S	5	['B00E2TT8W6']
A2TNBMPAOXD339	1	['B0057GSUOA']
A2TNBMPAOXD339	10	['B00FQPGAHG', 'B005O252GG']
A2TNROMVX6897	1	['B003SX0OW0']
A2TNROMVX6897	13	['B003Q6CSVE']
A2TNROMVX6897	6	['B006H3E6EK']
A2TOAHD2KCM7HW	1	['B005MGUTW6']
A2TOPEM9PGC64L	1	['B00CDYJ6FQ']
A2TOPEM9PGC64L	13	['B005XBC7SY']
A2TOWYCECNWH3G	16	['B006IE3W5C']
A2TOWYCECNWH3G	31	['B00BW0XZO0']
A2TOWYCECNWH3G	38	['B006IE3W5C']
A2TOXBTDH3Y6R9	1	['B004362JFQ']
A2TP1VKHSG7X75	1	['B004WXC4P0']
A2TP1VKHSG7X75	10	['B00FYIB7EG']
A2TP1VKHSG7X75	12	['B00AI6K5JW']
A2TP1VKHSG7X75	13	['B005B3RFTU']
A2TP1VKHSG7X75	14	['B00AI6K5JW']
A2TP362JXCM57J	17	['B008B2CBL0']
A2TP406QE4PRN3	1	['B004CMXEIW']
A2TP9K11NU8V8D	1	['B0071C9B0U']
A2TP9K11NU8V8D	26	['B0071C9B0U']
A2TPD7IR4X0BR9	1	['B0089I25Y4', 'B008LFTCAK', 'B0093NX8I6']
A2TPD7IR4X0BR9	12	['B008LFTCAK']
A2TPE6TCFEHY2W	6	['B002QKZLZ6']
A2TPE6TCFEHY2W	64	['B0027FFZEW']
A2TPZS7J2HN4RQ	10	['B00DVBB0XQ']
A2TPZS7J2HN4RQ	12	['B007NMN906']
A2TPZS7J2HN4RQ	16	['B003X26SLC']
A2TQ16HTB6F0JU	15	['B003UC93WQ']
A2TQ7NRDKS1CP9	1	['B003UC8RVE', 'B003SX0P1A']
A2TQ7NRDKS1CP9	32	['B003SX0P1A']
A2TQ7NRDKS1CP9	4	['B003ZU5X36']
A2TQ85GSREOR58	1	['B008PNK5EA', 'B004SWO1V0']
A2TQ85GSREOR58	12	['B0041F63II', 'B0052NNXDG']
A2TQ85GSREOR58	27	['B004I6F3E0']
A2TQBIYTEPKJIU	1	['B00FZ14E3S', 'B004BR3KSC', 'B00APJNWY2']
A2TQBIYTEPKJIU	132	['B004BR3KSC']
A2TQDACGR3E6OY	4	['B004L08BAG']
A2TQUGJL8XEEP	1	['B00HFNP0OQ']
A2TQUGJL8XEEP	16	['B004T36GCU']
A2TQWGIKP77H47	1	['B00BW6GH76']
A2TQWGIKP77H47	3	['B00B26ZSL2']
A2TR660WNQ83T3	1	['B00AWNTX8U']
A2TR660WNQ83T3	11	['B00AWNTX8U']
A2TR660WNQ83T3	6	['B004FOM9O2']
A2TRI2Q8UKHBPV	1	['B0089F2ILM']
A2TRKL7G0FMSZM	1	['B0096XAUSY', 'B00AUDSY0K', 'B006LAP76A']
A2TRKL7G0FMSZM	10	['B005LGUDKK']
A2TRKL7G0FMSZM	12	['B00AOK2PT0', 'B00ATWR0L6']
A2TRKL7G0FMSZM	26	['B0096XAUSY', 'B006LAP76A']
A2TRLWBNZ3DP40	1	['B0062V037Q', 'B00979IUUW']
A2TRQCJD4AU9JC	1	['B0070HVR8U']
A2TRQCJD4AU9JC	10	['B001XXUOQI']
A2TRQCJD4AU9JC	12	['B005SKGJX4', 'B006EC5X6O']
A2TRWMI8HELBO5	1	['B0071BHMXE']
A2TRWMI8HELBO5	12	['B005SKGJX4']
A2TRWMI8HELBO5	28	['B008ZE7G3W', 'B004Z7HYUI']
A2TRXEZYU9GYY8	1	['B006HDD80I']
A2TS02LPROS00N	1	['B00EZB3QKG', 'B005NKC2IA']
A2TSEMR6PLQP98	20	['B004I58ZVY']
